folio,folio_display,div_id,categories,heading_tc,heading_tcn,heading_tl,animal_tc,animal_tcn,animal_tl,body_part_tc,body_part_tcn,body_part_tl,currency_tc,currency_tcn,currency_tl,definition_tc,definition_tcn,definition_tl,environment_tc,environment_tcn,environment_tl,material_tc,material_tcn,material_tl,medical_tc,medical_tcn,medical_tl,measurement_tc,measurement_tcn,measurement_tl,music_tc,music_tcn,music_tl,plant_tc,plant_tcn,plant_tl,place_tc,place_tcn,place_tl,personal_name_tc,personal_name_tcn,personal_name_tl,profession_tc,profession_tcn,profession_tl,sensory_tc,sensory_tcn,sensory_tl,tool_tc,tool_tcn,tool_tl,time_tc,time_tcn,time_tl,weapon_tc,weapon_tcn,weapon_tl
093r,93r,093r_1,cultivation,Olives,Olives,Olives,,,,mains,mains,hands,,,,,,,vent; grandes cuisines; cuisines; foyer; il gele; en temps de gelee; gelee,en temps de gelée; vent; grandes cuisines; cuisines; foyer; il gele,wind; freezes; big kitchens; in freezing weather; hearth; frost; kitchens,pierre vive; boys; sable; cendre blanche de tout boys; cendre; chaulx vive subtillement pulverisee; eau sel; suye bien pulverisee,pierre vive; boys; sable; cendre blanche de tout boys; chaulx vive subtillement pulverisée; cendre; eau sel; suye bien pulverisée,flint; wood; white ash of all woods; sand; well pulverized tallow; ashes; salt water; finely pulverized quicklime,humeur,humeur,humor,une foys le moys,une foys le moys,once a month,,,,olives; pruniers; peschiers,olives; pruniers; peschiers,peach trees; olives; plum trees,,,,,,,rustiques,rustiques,rustics,toucher,toucher,touch,foyer,foyer,hearth,une foys le moys; jour des rameaulx; tous les moys de lan,une foys le moys; jour des rameaulx; tous les moys de l’an,all the months of the year; once a month; palm sunday,,,
093r,93r,093r_2,cultivation,Olives,Olives,Olives,,,,mains,mains,hands,,,,,,,vent; grandes cuisines; cuisines; foyer; il gele; en temps de gelee; gelee,en temps de gelée; vent; grandes cuisines; cuisines; foyer; il gele,wind; freezes; big kitchens; in freezing weather; hearth; frost; kitchens,pierre vive; boys; sable; cendre blanche de tout boys; cendre; chaulx vive subtillement pulverisee; eau sel; suye bien pulverisee,pierre vive; boys; sable; cendre blanche de tout boys; chaulx vive subtillement pulverisée; cendre; eau sel; suye bien pulverisée,flint; wood; white ash of all woods; sand; well pulverized tallow; ashes; salt water; finely pulverized quicklime,humeur,humeur,humor,une foys le moys,une foys le moys,once a month,,,,olives; pruniers; peschiers,olives; pruniers; peschiers,peach trees; olives; plum trees,,,,,,,rustiques,rustiques,rustics,toucher,toucher,touch,foyer,foyer,hearth,une foys le moys; jour des rameaulx; tous les moys de lan,une foys le moys; jour des rameaulx; tous les moys de l’an,all the months of the year; once a month; palm sunday,,,
093r,93r,093r_3,cultivation,Olives,Olives,Olives,,,,mains,mains,hands,,,,,,,vent; grandes cuisines; cuisines; foyer; il gele; en temps de gelee; gelee,en temps de gelée; vent; grandes cuisines; cuisines; foyer; il gele,wind; freezes; big kitchens; in freezing weather; hearth; frost; kitchens,pierre vive; boys; sable; cendre blanche de tout boys; cendre; chaulx vive subtillement pulverisee; eau sel; suye bien pulverisee,pierre vive; boys; sable; cendre blanche de tout boys; chaulx vive subtillement pulverisée; cendre; eau sel; suye bien pulverisée,flint; wood; white ash of all woods; sand; well pulverized tallow; ashes; salt water; finely pulverized quicklime,humeur,humeur,humor,une foys le moys,une foys le moys,once a month,,,,olives; pruniers; peschiers,olives; pruniers; peschiers,peach trees; olives; plum trees,,,,,,,rustiques,rustiques,rustics,toucher,toucher,touch,foyer,foyer,hearth,une foys le moys; jour des rameaulx; tous les moys de lan,une foys le moys; jour des rameaulx; tous les moys de l’an,all the months of the year; once a month; palm sunday,,,
093r,93r,093r_4,cultivation,Olives,Olives,Olives,,,,mains,mains,hands,,,,,,,vent; grandes cuisines; cuisines; foyer; il gele; en temps de gelee; gelee,en temps de gelée; vent; grandes cuisines; cuisines; foyer; il gele,wind; freezes; big kitchens; in freezing weather; hearth; frost; kitchens,pierre vive; boys; sable; cendre blanche de tout boys; cendre; chaulx vive subtillement pulverisee; eau sel; suye bien pulverisee,pierre vive; boys; sable; cendre blanche de tout boys; chaulx vive subtillement pulverisée; cendre; eau sel; suye bien pulverisée,flint; wood; white ash of all woods; sand; well pulverized tallow; ashes; salt water; finely pulverized quicklime,humeur,humeur,humor,une foys le moys,une foys le moys,once a month,,,,olives; pruniers; peschiers,olives; pruniers; peschiers,peach trees; olives; plum trees,,,,,,,rustiques,rustiques,rustics,toucher,toucher,touch,foyer,foyer,hearth,une foys le moys; jour des rameaulx; tous les moys de lan,une foys le moys; jour des rameaulx; tous les moys de l’an,all the months of the year; once a month; palm sunday,,,
093r,93r,093r_5,cultivation,Olives,Olives,Olives,,,,mains,mains,hands,,,,,,,vent; grandes cuisines; cuisines; foyer; il gele; en temps de gelee; gelee,en temps de gelée; vent; grandes cuisines; cuisines; foyer; il gele,wind; freezes; big kitchens; in freezing weather; hearth; frost; kitchens,pierre vive; boys; sable; cendre blanche de tout boys; cendre; chaulx vive subtillement pulverisee; eau sel; suye bien pulverisee,pierre vive; boys; sable; cendre blanche de tout boys; chaulx vive subtillement pulverisée; cendre; eau sel; suye bien pulverisée,flint; wood; white ash of all woods; sand; well pulverized tallow; ashes; salt water; finely pulverized quicklime,humeur,humeur,humor,une foys le moys,une foys le moys,once a month,,,,olives; pruniers; peschiers,olives; pruniers; peschiers,peach trees; olives; plum trees,,,,,,,rustiques,rustiques,rustics,toucher,toucher,touch,foyer,foyer,hearth,une foys le moys; jour des rameaulx; tous les moys de lan,une foys le moys; jour des rameaulx; tous les moys de l’an,all the months of the year; once a month; palm sunday,,,
093v,93v,093v_1,painting,Visaige a destrempe,Visaige à destrempe,Faces in distemper,,,,,,,,,,,,,cheminees des grandes cuisines,cheminées des grandes cuisines,fireplaces of large kitchens,boys; toile; laveures; laque; rouille; azur; vert de vessie; verre; azur desmail; ocre de ru; bistre; destrempe; ordures; vernis; huile; mabre,boys; azur d’esmail; toile; laveures; laque; rouille; azur; vert de vessie; verre; ocre de ru; bistre; destrempe; ordures; vernis; huile; mabre,azur d’esmail; rust; azure; filth; wood; glass; sap green; marble; lake; distemper; varnish; wash water; ocre de ru; bistre; oil; canvas,,,,,,,,,,,,,,,,,,,grossiers; painctres,grossiers; painctres,grocers; painters,,,,esponge; pinceau; costeau poly; pallete; verre; palette; mabre,esponge; pinceau; costeau poly; pallete; verre; palette; mabre,sponge; paintbrush; polished knife; glass; marble; palette,,,,,,
093v,93v,093v_2,painting,Visaige a destrempe,Visaige à destrempe,Faces in distemper,,,,,,,,,,,,,cheminees des grandes cuisines,cheminées des grandes cuisines,fireplaces of large kitchens,boys; toile; laveures; laque; rouille; azur; vert de vessie; verre; azur desmail; ocre de ru; bistre; destrempe; ordures; vernis; huile; mabre,boys; azur d’esmail; toile; laveures; laque; rouille; azur; vert de vessie; verre; ocre de ru; bistre; destrempe; ordures; vernis; huile; mabre,azur d’esmail; rust; azure; filth; wood; glass; sap green; marble; lake; distemper; varnish; wash water; ocre de ru; bistre; oil; canvas,,,,,,,,,,,,,,,,,,,grossiers; painctres,grossiers; painctres,grocers; painters,,,,esponge; pinceau; costeau poly; pallete; verre; palette; mabre,esponge; pinceau; costeau poly; pallete; verre; palette; mabre,sponge; paintbrush; polished knife; glass; marble; palette,,,,,,
093v,93v,093v_3,painting,Visaige a destrempe,Visaige à destrempe,Faces in distemper,,,,,,,,,,,,,cheminees des grandes cuisines,cheminées des grandes cuisines,fireplaces of large kitchens,boys; toile; laveures; laque; rouille; azur; vert de vessie; verre; azur desmail; ocre de ru; bistre; destrempe; ordures; vernis; huile; mabre,boys; azur d’esmail; toile; laveures; laque; rouille; azur; vert de vessie; verre; ocre de ru; bistre; destrempe; ordures; vernis; huile; mabre,azur d’esmail; rust; azure; filth; wood; glass; sap green; marble; lake; distemper; varnish; wash water; ocre de ru; bistre; oil; canvas,,,,,,,,,,,,,,,,,,,grossiers; painctres,grossiers; painctres,grocers; painters,,,,esponge; pinceau; costeau poly; pallete; verre; palette; mabre,esponge; pinceau; costeau poly; pallete; verre; palette; mabre,sponge; paintbrush; polished knife; glass; marble; palette,,,,,,
094r,94r,094r_1,arms and armor,Fourbisseur,Fourbisseur,Furbisher,vache; chien; veau; mouton; chien de mer,vache; chien; veau; mouton; chien de mer,dogfish; cow; calf; dog; sheep,pied; doigt; doigts; main; sue,pied; doigt; doigts; main; sue,foot; fingers; finger; hand; sweating,carolus; liart; sols; lb,carolus; liart; sols; lb,liard; carolus; sous; lb,,,,mer,mer,sea,simple toile; fil; croye seiche; chair; bois de buy; cire; or fin; bois; perles; eau tiede legerement; rousine; buys; gome; argent; peau de chien de mer; filet noir; cuir de veau ou de mouton; acier fort uny &amp; bien lime; fer; sorbier; esmeril pulverise; rousine pulverisee; peau; cuir; pierre noire; fil de fer recuit; esmery; felinder; encire; fil dor &amp; dargent fin &amp; faulx; huile; eau fort peu tiede; colle; pierre de fouldre; boys; saule; boys de buy; fil de fer; felin; fayan; suif; fresil; filet; velours; croye; soye; esmeril; farine; coux; or; parchemin; poix; escaille de fer; toile; cire gommee; flin; toile deliee; sanguine; meillleur acier &amp; fer; fresiller; peau de mouton; pierre; eau; belle peau de veau; peau de chien; toile deliee jaulne ou aultre jaulnye avecq de la croye; filets; fil noir; foeille de sauge,suif; fil; simple toile; croye seiche; chair; bois de buy; cire; or fin; bois; perles; eau tiede legerement; rousine; toile deliée; buys; gome; argent; peau de chien de mer; filet noir; cuir de veau ou de mouton; fer; sorbier; cuir; peau; esmeril pulverisé; pierre noire; fil de fer recuit; collé; esmery; felinder; huile; enciré; eau fort peu tiede; colle; pierre de fouldre; boys; saule; cire gommée; fil de fer; acier fort uny &amp; bien limé; boys de buy; felin; fresil; fayan; filet; velours; croye; soye; esmeril; farine; coux; or; parchemin; poix; toile deliée jaulne ou aultre jaulnye avecq de la croye; escaille de fer; toile; fil d’or &amp; d’argent fin &amp; faulx; flin; sanguine; meillleur acier &amp; fer; fresiller; peau de mouton; pierre; eau; rousine pulverisée; peau de chien; belle peau de veau; filets; fil noir; foeille de sauge,"sharpening stone; thunder stone; iron scale; dry chalk; water; gum; oil; pulverized rosin; emery; better steel &amp; iron; dogfish skin; velvet; iron wire; wax; thunderstone; beech wood; wood; silk; lightly lukewarm water; skin; pearled; rowan,; threads; fine gold; glue; parchment; felinder; pulverized emery; canvas; thin yellow canvas; chalk; iron; sage leaf; very even steel, &amp; well filed; canvas yellowed with chalk; felin; calf or sheep leather; flesh; threads of gold &amp; of fine &amp; false silve; fresil; good calf skin; gummed wax; thread; black thread; stone; rosin; tallow; glued; not quite lukewarm aquafortis; waxes; waxed; boxwood; flin; flour; glues; annealed iron wire; bloodstone; thin canvas; sheep skin; gold; silver; leather; willow wood; dog skin; black stone; pitch; plain canvas",,,,goute; heure; carolus; par jour; sols; douzaine; espesseur de trois doigts; douzaines; travers de doigt despes; demy pied; lb la douzaine; lb,goute; heure; carolus; par jour; sols; douzaine; espesseur de trois doigts; douzaines; demy pied; lb la douzaine; lb; travers de doigt d’espés,hours; carolus; dozens; lb; a day; finger’s thickness across; half a foot; lb a dozen; sous; drop; fingers in thickness; dozen,,,,sauge; saule; fayan; sorbier; buy; buys,sauge; saule; fayan; sorbier; buy; buys,rowan; boxwood; beech; willow; sage,espaignolles; vienne; daulphine,espaignolles; vienne; daulphiné,vienne; dauphiné; spanish,,,,menusiers; forbisseur; ouvrier; celuy mesme qui ha faict le boys; communes gens; serruriers; ceulx qui font les gardes despees; forbisseurs; artisans; roy; aprentis; fourbisseur; mareschaulx,menusiers; forbisseur; ouvrier; celuy mesme qui ha faict le boys; communes gens; serruriers; ceulx qui font les gardes d’espées; forbisseurs; artisans; roy; aprentis; fourbisseur; mareschaulx,furbisher; locksmiths; those who create sword guards; worker who made the wood piece; farriers; apprentice; furbishers; artisans; common people; workman; joiners; king; joiner,,,,banc des fourreaulx; croye seiche; pied; forgees; meule; bois de buy; baston a felinder; fustee; rabot; cloux; baston de la fustee; gratteau; esmeril pulverise; arson; pierre noire; linge; lime; baston; costeau a deulx manches; chameau; ciseau; felin; clou; forge des mareschaulx; rouet; fil de fer; banc  des fourreaux; doigt; plane; plane ronde manchee aussy a deulx manches; petite plane estroicte; croye; baston a fresiller; grateau; ribot; esmeril; main; flin; estoc; loppin de buys; poincte dhalebarde; pierre; brunir; marteau; peau de chien; petit fer; forge; pierre de fouldre; banc des menusiers; coux,"banc des menusiers; baston à felinder; banc des fourreaulx; croye seiche; pied; meule; bois de buy; baston a felinder; limé; forgées; rabot; cloux; baston de la fustée; gratteau; cornet de l’esmery; arson; esmeril pulverisé; pierre noire; linge; lime; baston; chameau; ciseau; felin; clou; forge des mareschaulx; rouet; fil de fer; banc  des fourreaux; doigt; plane; petite plane estroicte; fustée; croye; costeau à deulx manches; grateau; cornet à huile; ribot; esmeril; main; flin; estoc; loppin de buys; pierre; brunir; poincte d’halebarde; peau de chien; marteau; petit fer; forge; pierre de fouldre; baston à fresiller; plane ronde, manchée aussy à deulx manches; coux","sharpening stone; thunder stone; chisel; nails; dry chalk; baston a felinder; file; well-forged; farriers’ forge; emery; knife with two handles; iron wire; spinning wheel; thunderstone; small narrow plane; grindstone; gratteau; round plane, also mounted with two handles; arson; baton à felinder; halberd point; pulverized emery; joiner’s plane; cloth; chalk; hand; chameau; foot; felin; plane; stone; fustée; fresil stick; small iron tool; grateau; nail; filed; joiners’ bench; boxwood; flin; scabbard bench; stick; stick of the fustée; black stone; finger; dog skin; vise; hammer; forge",heure; jour,heure; jour,hours; day,espees; espees de vienne; gardes; garde; espee,espée; lame; gardes; espées; garde,
096v,96v,096v_1,arms and armor,Gardes grises,Gardes grises,Grey guards,,,,,,,,,,,,,cheminee,cheminée,in the fireplace,cendres; crasse; fument; sanguine; charbon allume; charbon; cendre; huile dolive de noix; vernis; vernis jaulne,cendres; crasse; huile d’olive de  noix; fument; sanguine; charbon; charbon allumé; cendre; vernis; vernis jaulne,hot charcoal; filth; ash; bloodstone; charcoal; varnish; smoke; ashes; yellow varnish; walnut olive oil,,,,heure; jour,heure; jour,day; hour,,,,olive; noix,olive; noix,olive; walnut,,,,,,,fourbisseurs,fourbisseurs,furbishers,,,,chaulderon plein de cendres; lime doulce; brunisson; plume; fourneau des fourbisseurs,chaulderon plein de cendres; lime doulce; brunisson; plume; fourneau des fourbisseurs,furbishers’ furnace; burnisher; soft file; feather; cauldron full of ashes,heure; jour,heure; jour,day; hour,,,
096v,96v,096v_2,arms and armor,Gardes grises,Gardes grises,Grey guards,,,,,,,,,,,,,cheminee,cheminée,in the fireplace,cendres; crasse; fument; sanguine; charbon allume; charbon; cendre; huile dolive de noix; vernis; vernis jaulne,cendres; crasse; huile d’olive de  noix; fument; sanguine; charbon; charbon allumé; cendre; vernis; vernis jaulne,hot charcoal; filth; ash; bloodstone; charcoal; varnish; smoke; ashes; yellow varnish; walnut olive oil,,,,heure; jour,heure; jour,day; hour,,,,olive; noix,olive; noix,olive; walnut,,,,,,,fourbisseurs,fourbisseurs,furbishers,,,,chaulderon plein de cendres; lime doulce; brunisson; plume; fourneau des fourbisseurs,chaulderon plein de cendres; lime doulce; brunisson; plume; fourneau des fourbisseurs,furbishers’ furnace; burnisher; soft file; feather; cauldron full of ashes,heure; jour,heure; jour,day; hour,,,
096v,96v,096v_3,arms and armor,Gardes grises,Gardes grises,Grey guards,,,,,,,,,,,,,cheminee,cheminée,in the fireplace,cendres; crasse; fument; sanguine; charbon allume; charbon; cendre; huile dolive de noix; vernis; vernis jaulne,cendres; crasse; huile d’olive de  noix; fument; sanguine; charbon; charbon allumé; cendre; vernis; vernis jaulne,hot charcoal; filth; ash; bloodstone; charcoal; varnish; smoke; ashes; yellow varnish; walnut olive oil,,,,heure; jour,heure; jour,day; hour,,,,olive; noix,olive; noix,olive; walnut,,,,,,,fourbisseurs,fourbisseurs,furbishers,,,,chaulderon plein de cendres; lime doulce; brunisson; plume; fourneau des fourbisseurs,chaulderon plein de cendres; lime doulce; brunisson; plume; fourneau des fourbisseurs,furbishers’ furnace; burnisher; soft file; feather; cauldron full of ashes,heure; jour,heure; jour,day; hour,,,
